time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20170526:0200,10.97,89.4,0.0,-0.0,0.0,294.6,0.69,2.0,99994.0
20170526:0300,10.59,91.15,38.0,87.12,30.0,294.2,0.62,30.0,100033.0
20170526:0400,10.9,91.1,126.0,231.92,79.0,294.2,0.28,53.0,99994.0
20170526:0500,13.28,87.6,282.0,653.72,72.0,299.8,0.07,170.0,99994.0
20170526:0600,16.55,71.2,406.0,712.2,93.0,301.2,0.41,225.0,99994.0
20170526:0700,17.59,64.15,536.0,806.42,93.0,304.0,0.83,218.0,99945.0
20170526:0800,19.43,56.75,632.0,792.76,122.0,309.4,1.45,226.0,99925.0
20170526:0900,21.02,51.65,692.0,732.84,168.0,314.8,1.93,231.0,99866.0
20170526:1000,22.36,48.0,738.0,732.0,182.0,320.2,2.41,237.0,99817.0
20170526:1100,23.43,44.95,771.0,797.27,154.0,326.6,2.69,240.0,99768.0
20170526:1200,24.25,42.45,726.0,702.73,194.0,331.0,2.76,242.0,99729.0
20170526:1300,24.77,41.2,667.0,663.22,196.0,335.0,2.83,244.0,99680.0
20170526:1400,25.05,41.2,603.0,702.32,156.0,339.6,2.83,243.0,99631.0
20170526:1500,25.13,41.5,537.0,861.47,71.0,342.0,2.83,239.0,99582.0
20170526:1600,24.97,42.9,384.0,639.38,109.0,345.4,2.9,231.0,99562.0
20170526:1700,24.24,47.95,256.0,532.86,90.0,341.6,2.62,214.0,99542.0
20170526:1800,22.73,55.85,118.0,227.65,74.0,337.2,2.76,205.0,99523.0
20170526:1900,20.75,64.55,38.0,131.86,27.0,329.8,2.83,211.0,99542.0
20170526:2000,18.75,70.25,0.0,-0.0,0.0,323.2,2.62,213.0,99572.0
20170526:2100,17.13,73.35,0.0,-0.0,0.0,316.4,2.34,211.0,99582.0
20170526:2200,15.73,76.25,0.0,-0.0,0.0,309.0,2.07,204.0,99591.0
20170526:2300,14.59,78.65,0.0,-0.0,0.0,304.2,2.14,202.0,99591.0
20170527:0000,13.77,80.55,0.0,-0.0,0.0,300.2,2.07,201.0,99572.0
20170527:0100,13.05,82.2,0.0,-0.0,0.0,296.2,2.0,199.0,99552.0
20170527:0200,12.52,83.3,0.0,-0.0,0.0,293.2,2.0,196.0,99513.0
20170527:0300,12.36,83.55,6.0,0.0,6.0,291.0,1.93,196.0,99464.0
20170527:0400,13.25,80.3,157.0,492.97,56.0,290.2,1.93,200.0,99415.0
20170527:0500,15.07,74.3,176.0,108.25,141.0,293.4,2.0,203.0,99346.0
20170527:0600,17.0,68.35,238.0,88.35,199.0,297.6,2.62,210.0,99277.0
20170527:0700,18.42,63.55,367.0,197.75,258.0,307.8,2.14,213.0,99209.0
20170527:0800,19.82,59.0,386.0,117.81,310.0,322.8,2.55,216.0,99160.0
20170527:0900,21.04,57.3,330.0,27.9,310.0,335.6,3.03,219.0,99091.0
20170527:1000,21.73,57.65,270.0,2.63,268.0,345.2,3.31,220.0,99071.0
20170527:1100,22.11,57.75,549.0,223.02,376.0,357.0,2.9,214.0,98993.0
20170527:1200,22.63,56.65,357.0,31.62,333.0,363.8,2.55,199.0,98973.0
20170527:1300,21.71,60.6,64.0,0.0,64.0,358.0,2.9,207.0,98895.0
20170527:1400,18.58,76.05,409.0,158.16,308.0,373.6,2.28,218.0,98796.0
20170527:1500,17.98,79.1,348.0,169.37,256.0,367.8,1.59,218.0,98767.0
20170527:1600,17.24,80.9,340.0,409.23,163.0,352.6,1.38,240.0,98728.0
20170527:1700,17.19,78.55,263.0,566.73,85.0,345.4,1.38,240.0,98679.0
20170527:1800,16.88,79.15,124.0,255.16,74.0,339.0,1.17,263.0,98669.0
20170527:1900,15.68,88.7,32.0,58.0,27.0,353.8,1.17,275.0,98718.0
20170527:2000,15.17,91.8,0.0,-0.0,0.0,346.6,1.17,277.0,98767.0
20170527:2100,14.16,96.45,0.0,-0.0,0.0,322.0,1.52,291.0,98806.0
20170527:2200,13.67,97.15,0.0,-0.0,0.0,318.4,1.72,311.0,98855.0
20170527:2300,13.22,95.9,0.0,-0.0,0.0,307.6,2.0,334.0,98904.0
20170528:0000,12.71,93.7,0.0,-0.0,0.0,305.0,2.28,353.0,98963.0
20170528:0100,12.24,91.9,0.0,-0.0,0.0,305.4,2.28,360.0,99012.0
20170528:0200,11.6,91.05,0.0,0.0,0.0,298.8,2.14,1.0,99071.0
20170528:0300,11.19,90.35,49.0,165.88,33.0,290.8,1.93,3.0,99130.0
20170528:0400,11.71,88.65,152.0,415.47,66.0,296.2,1.59,11.0,99160.0
20170528:0500,12.63,81.35,278.0,599.45,83.0,289.2,1.72,22.0,99199.0
20170528:0600,13.61,70.7,384.0,566.2,133.0,300.4,1.72,39.0,99248.0
20170528:0700,14.57,67.25,508.0,654.65,146.0,295.4,1.45,50.0,99277.0
20170528:0800,16.05,57.85,636.0,794.66,122.0,299.6,0.97,55.0,99297.0
20170528:0900,17.43,50.95,707.0,778.05,148.0,316.2,0.76,59.0,99277.0
20170528:1000,18.52,46.25,660.0,486.23,289.0,325.2,0.76,70.0,99258.0
20170528:1100,19.66,43.4,706.0,574.96,259.0,315.0,0.41,74.0,99218.0
20170528:1200,20.29,43.0,574.0,290.5,353.0,326.2,0.07,76.0,99199.0
20170528:1300,20.98,41.35,435.0,121.83,348.0,339.2,0.28,261.0,99189.0
20170528:1400,20.84,41.9,352.0,79.61,301.0,355.0,0.69,237.0,99130.0
20170528:1500,20.67,43.35,233.0,22.0,221.0,369.6,0.97,223.0,99111.0
20170528:1600,20.52,46.25,160.0,9.2,156.0,371.4,0.97,217.0,99091.0
20170528:1700,18.88,58.5,226.0,319.05,125.0,368.0,0.97,229.0,99071.0
20170528:1800,18.05,67.4,42.0,0.0,42.0,361.4,0.97,236.0,99081.0
20170528:1900,16.88,67.5,24.0,11.25,23.0,365.2,0.83,320.0,99081.0
20170528:2000,15.49,73.5,0.0,-0.0,0.0,350.4,0.9,314.0,99150.0
20170528:2100,14.61,78.0,0.0,-0.0,0.0,349.0,0.48,301.0,99111.0
20170528:2200,14.44,76.7,0.0,-0.0,0.0,358.8,0.28,181.0,99111.0
20170528:2300,13.31,86.65,0.0,-0.0,0.0,353.6,0.69,184.0,99091.0
20170529:0000,12.8,89.7,0.0,-0.0,0.0,347.0,1.03,189.0,99071.0
20170529:0100,12.76,91.75,0.0,-0.0,0.0,364.65,1.24,183.0,99032.0
20170529:0200,12.53,97.6,0.0,0.0,0.0,369.8,1.31,185.0,98973.0
20170529:0300,12.3,99.9,5.0,0.0,5.0,364.2,1.31,189.0,98954.0
20170529:0400,12.29,99.95,14.0,0.0,14.0,370.2,1.66,196.0,98914.0
20170529:0500,12.1,99.95,25.0,0.0,25.0,371.2,1.59,195.0,98875.0
20170529:0600,11.99,99.95,49.0,0.0,49.0,372.0,1.38,189.0,98855.0
20170529:0700,12.08,99.8,84.0,0.0,84.0,371.6,1.31,188.0,98796.0
20170529:0800,12.24,97.4,168.0,0.0,168.0,372.4,1.45,192.0,98767.0
20170529:0900,12.65,97.45,190.0,0.0,190.0,373.6,1.38,195.0,98718.0
20170529:1000,12.79,97.85,200.0,0.0,200.0,372.8,1.1,198.0,98689.0
20170529:1100,12.91,96.95,132.0,0.0,132.0,374.2,1.03,214.0,98600.0
20170529:1200,13.01,97.4,195.0,0.0,195.0,373.4,1.1,222.0,98551.0
20170529:1300,12.44,90.6,94.0,0.0,94.0,370.6,1.59,231.0,98522.0
20170529:1400,13.34,89.65,160.0,0.0,160.0,362.0,1.52,242.0,98473.0
20170529:1500,14.18,90.2,166.0,0.0,166.0,369.4,1.1,252.0,98394.0
20170529:1600,14.55,84.35,142.0,2.29,141.0,370.2,1.1,274.0,98355.0
20170529:1700,13.75,88.6,124.0,21.95,117.0,359.4,0.97,299.0,98316.0
20170529:1800,13.19,87.55,114.0,164.12,81.0,349.2,1.45,341.0,98286.0
20170529:1900,12.27,94.65,9.0,0.0,9.0,337.0,1.38,309.0,98286.0
20170529:2000,11.79,94.95,0.0,-0.0,0.0,341.6,1.45,312.0,98306.0
20170529:2100,11.06,95.45,0.0,-0.0,0.0,323.8,1.52,318.0,98316.0
20170529:2200,10.27,96.05,0.0,-0.0,0.0,305.4,1.59,332.0,98325.0
20170529:2300,9.62,96.45,0.0,-0.0,0.0,296.4,1.59,349.0,98296.0
20170530:0000,8.98,96.3,0.0,-0.0,0.0,286.4,1.72,359.0,98276.0
20170530:0100,8.38,96.55,0.0,-0.0,0.0,282.0,1.79,3.0,98276.0
20170530:0200,7.75,96.8,0.0,0.0,0.0,282.8,1.72,4.0,98286.0
20170530:0300,7.61,96.05,5.0,0.0,5.0,285.8,1.72,4.0,98286.0
20170530:0400,8.2,94.15,14.0,0.0,14.0,300.2,1.66,5.0,98335.0
20170530:0500,8.8,88.65,45.0,0.0,45.0,297.4,1.86,7.0,98384.0
20170530:0600,9.44,79.3,166.0,11.19,161.0,295.6,2.14,10.0,98453.0
20170530:0700,10.57,62.6,329.0,118.66,263.0,284.0,2.48,2.0,98473.0
20170530:0800,11.8,53.9,601.0,643.12,183.0,277.0,2.48,352.0,98482.0
20170530:0900,13.09,46.65,738.0,888.34,97.0,275.0,2.62,341.0,98502.0
20170530:1000,14.12,41.85,745.0,733.53,183.0,285.4,2.76,332.0,98610.0
20170530:1100,14.97,38.65,779.0,798.01,156.0,298.2,2.9,328.0,98610.0
20170530:1200,15.71,37.5,459.0,111.23,374.0,302.8,3.03,327.0,98639.0
20170530:1300,15.88,38.1,318.0,22.29,302.0,325.0,3.24,326.0,98679.0
20170530:1400,15.21,40.25,277.0,20.17,264.0,340.6,2.97,320.0,98659.0
20170530:1500,14.87,42.15,291.0,70.96,252.0,340.6,2.41,310.0,98689.0
20170530:1600,15.11,41.65,149.0,4.55,147.0,340.2,2.41,309.0,98708.0
20170530:1700,15.21,40.1,258.0,488.65,101.0,311.6,2.41,319.0,98767.0
20170530:1800,14.63,40.9,128.0,245.69,78.0,288.0,2.41,339.0,98855.0
20170530:1900,12.04,40.35,55.0,287.18,28.0,276.8,2.83,8.0,98963.0
20170530:2000,10.43,42.25,0.0,0.0,0.0,266.6,2.55,9.0,99061.0
20170530:2100,9.03,44.45,0.0,-0.0,0.0,257.8,2.34,9.0,99179.0
20170530:2200,7.95,47.35,0.0,-0.0,0.0,253.0,2.21,9.0,99326.0
20170530:2300,7.01,50.9,0.0,-0.0,0.0,246.2,2.0,8.0,99405.0
20170531:0000,6.23,54.4,0.0,-0.0,0.0,244.6,1.86,7.0,99513.0
20170531:0100,5.67,58.3,0.0,-0.0,0.0,243.8,1.66,5.0,99542.0
20170531:0200,5.11,61.8,0.0,0.0,0.0,242.8,1.59,353.0,99591.0
20170531:0300,4.89,64.8,58.0,243.73,33.0,239.2,1.52,340.0,99582.0
20170531:0400,5.88,62.0,164.0,498.37,58.0,239.0,1.38,330.0,99601.0
20170531:0500,7.2,53.4,289.0,659.39,71.0,239.6,1.86,324.0,99621.0
20170531:0600,8.3,45.35,421.0,769.6,76.0,242.8,2.76,322.0,99621.0
20170531:0700,9.44,42.6,541.0,806.89,91.0,246.2,3.17,309.0,99601.0
20170531:0800,10.59,39.35,636.0,792.14,120.0,267.6,3.45,310.0,99582.0
20170531:0900,11.39,37.0,459.0,149.38,351.0,281.0,3.59,306.0,99552.0
20170531:1000,12.1,35.75,531.0,208.44,371.0,299.4,3.72,304.0,99611.0
20170531:1100,12.64,34.35,632.0,382.25,333.0,312.0,3.66,307.0,99542.0
20170531:1200,13.47,32.95,450.0,101.86,372.0,317.6,3.59,309.0,99513.0
20170531:1300,14.13,31.75,267.0,5.56,263.0,309.8,3.72,310.0,99474.0
20170531:1400,14.61,31.4,427.0,185.64,307.0,323.0,3.66,314.0,99425.0
20170531:1500,14.92,31.45,347.0,159.54,259.0,320.2,3.38,321.0,99405.0
20170531:1600,12.34,40.29,277.0,174.42,200.0,299.93,3.01,332.0,99395.0
20170531:1700,12.07,42.44,225.0,296.72,129.0,296.78,2.88,346.0,99395.0
20170531:1800,11.79,44.6,104.0,106.87,82.0,293.63,2.75,358.0,99425.0
20170531:1900,11.52,46.75,37.0,62.21,31.0,290.49,2.62,6.0,99493.0
20170531:2000,11.24,48.9,0.0,0.0,0.0,287.34,2.48,20.0,99582.0
20170531:2100,10.97,51.05,0.0,-0.0,0.0,284.19,2.35,30.0,99650.0
20170531:2200,10.69,53.2,0.0,-0.0,0.0,281.05,2.22,32.0,99729.0
20170531:2300,10.42,55.35,0.0,-0.0,0.0,277.9,2.09,29.0,99797.0
20140601:0000,10.15,57.5,0.0,-0.0,0.0,274.75,1.96,18.0,99954.0
20140601:0100,9.87,59.66,0.0,-0.0,0.0,271.6,1.83,20.0,100003.0
20140601:0200,9.6,61.81,0.0,0.0,0.0,268.46,1.7,16.0,100043.0
20140601:0300,9.32,63.96,19.0,0.0,19.0,265.31,1.57,14.0,100072.0
20140601:0400,9.05,66.11,148.0,343.22,75.0,262.16,1.44,15.0,100102.0
20140601:0500,8.77,68.26,287.0,632.17,78.0,259.02,1.31,23.0,100121.0
20140601:0600,8.5,70.41,411.0,695.99,99.0,255.87,1.17,26.0,100121.0
20140601:0700,8.22,72.56,536.0,771.02,106.0,252.72,1.04,28.0,100092.0
20140601:0800,14.26,47.9,647.0,828.99,107.0,272.8,0.76,28.0,100092.0
20140601:0900,15.98,44.3,738.0,890.74,94.0,278.2,0.41,14.0,100062.0
20140601:1000,17.47,41.45,787.0,892.38,102.0,282.8,0.28,301.0,100023.0
20140601:1100,18.69,39.45,809.0,914.09,94.0,287.4,0.55,278.0,99984.0
20140601:1200,19.62,37.5,798.0,941.52,77.0,291.0,0.62,270.0,99954.0
20140601:1300,20.31,35.65,749.0,956.27,61.0,294.8,0.69,265.0,99925.0
20140601:1400,20.74,34.4,644.0,841.59,100.0,296.6,0.69,258.0,99896.0
20140601:1500,20.86,33.85,548.0,870.23,68.0,301.2,0.69,251.0,99876.0
20140601:1600,20.72,34.2,405.0,702.22,95.0,307.6,0.62,243.0,99886.0
20140601:1700,20.42,35.5,274.0,590.35,83.0,305.0,0.55,232.0,99886.0
20140601:1800,19.09,52.35,157.0,485.76,57.0,304.4,0.07,188.0,99896.0
20140601:1900,18.9,55.85,46.0,134.79,33.0,300.0,0.97,190.0,99925.0
20140601:2000,16.88,66.4,0.0,0.0,0.0,298.4,1.24,191.0,99974.0
20140601:2100,14.59,73.6,0.0,-0.0,0.0,293.8,1.24,195.0,100013.0
20140601:2200,13.58,71.65,0.0,-0.0,0.0,295.2,1.03,163.0,100033.0
20140601:2300,11.8,78.15,0.0,-0.0,0.0,290.2,1.38,119.0,100082.0
20140602:0000,10.61,82.15,0.0,-0.0,0.0,290.2,1.59,106.0,100131.0
20140602:0100,10.27,83.0,0.0,-0.0,0.0,290.4,1.79,99.0,100151.0
20140602:0200,9.97,83.65,0.0,0.0,0.0,280.8,1.86,100.0,100210.0
20140602:0300,9.94,85.05,41.0,57.48,35.0,281.2,1.79,101.0,100239.0
20140602:0400,10.48,86.7,145.0,312.54,78.0,281.0,1.38,102.0,100278.0
20140602:0500,12.57,77.9,278.0,553.93,94.0,280.6,1.66,110.0,100288.0
20140602:0600,14.25,72.2,408.0,669.27,107.0,286.0,1.66,116.0,100288.0
20140602:0700,16.19,65.1,534.0,756.59,111.0,290.4,1.66,122.0,100259.0
20140602:0800,18.01,57.25,552.0,471.85,244.0,300.2,1.86,128.0,100259.0
20140602:0900,19.25,50.8,641.0,541.18,249.0,310.4,1.86,136.0,100229.0
20140602:1000,19.76,46.3,715.0,633.3,228.0,331.6,1.66,136.0,100200.0
20140602:1100,20.45,41.5,718.0,601.04,247.0,330.6,1.45,131.0,100160.0
20140602:1200,20.57,39.75,559.0,255.44,363.0,334.8,1.38,130.0,100151.0
20140602:1300,21.24,36.85,609.0,457.63,279.0,330.0,1.38,122.0,100111.0
20140602:1400,21.17,36.65,456.0,236.05,303.0,326.4,1.45,116.0,100062.0
20140602:1500,21.56,35.15,470.0,502.27,192.0,332.8,1.59,113.0,100043.0
20140602:1600,20.91,35.55,382.0,568.2,130.0,347.4,1.45,112.0,100013.0
20140602:1700,20.68,36.05,263.0,497.38,101.0,335.2,1.45,110.0,100013.0
20140602:1800,19.84,42.55,147.0,374.77,69.0,309.2,1.38,106.0,100013.0
20140602:1900,18.11,50.0,47.0,141.72,33.0,305.2,1.86,114.0,100023.0
20140602:2000,16.32,54.0,0.0,0.0,0.0,297.4,1.93,111.0,100072.0
20140602:2100,14.86,57.7,0.0,-0.0,0.0,296.0,1.93,107.0,100102.0
20140602:2200,13.78,61.75,0.0,-0.0,0.0,289.0,1.93,106.0,100092.0
20140602:2300,12.91,65.5,0.0,-0.0,0.0,288.4,1.93,105.0,100131.0
20140603:0000,12.1,69.25,0.0,-0.0,0.0,285.2,1.93,104.0,100151.0
20140603:0100,11.25,73.3,0.0,-0.0,0.0,282.2,1.93,102.0,100151.0
20140603:0200,10.46,77.15,0.0,0.0,0.0,277.8,1.79,100.0,100160.0
20140603:0300,9.91,80.75,48.0,103.69,37.0,274.6,1.45,91.0,100160.0
20140603:0400,10.46,79.5,151.0,347.3,76.0,273.0,1.03,88.0,100151.0
20140603:0500,11.74,67.05,266.0,467.58,110.0,272.4,1.38,90.0,100151.0
20140603:0600,13.13,58.2,409.0,671.67,106.0,273.2,1.59,84.0,100102.0
20140603:0700,14.81,49.75,453.0,419.35,218.0,274.6,1.66,74.0,100043.0
20140603:0800,16.44,42.7,618.0,698.76,161.0,279.0,1.79,77.0,100003.0
20140603:0900,17.77,36.65,600.0,420.34,295.0,281.4,2.0,80.0,99954.0
20140603:1000,18.77,33.1,643.0,428.41,313.0,289.0,2.21,84.0,99886.0
20140603:1100,19.41,33.1,777.0,785.98,160.0,301.4,2.34,91.0,99807.0
20140603:1200,19.94,33.25,784.0,875.42,111.0,315.2,2.48,97.0,99778.0
20140603:1300,20.21,35.3,698.0,736.14,166.0,321.6,2.55,101.0,99719.0
20140603:1400,20.26,37.8,504.0,344.68,280.0,320.8,2.69,104.0,99650.0
20140603:1500,19.33,43.55,304.0,84.63,257.0,345.0,3.03,103.0,99611.0
20140603:1600,17.94,52.6,90.0,0.0,90.0,353.4,3.24,102.0,99582.0
20140603:1700,16.58,60.75,62.0,0.0,62.0,356.6,2.76,102.0,99552.0
20140603:1800,15.78,66.0,14.0,0.0,14.0,359.4,2.28,95.0,99582.0
20140603:1900,16.12,66.05,7.0,0.0,7.0,359.6,1.86,122.0,99582.0
20140603:2000,15.17,73.9,0.0,0.0,0.0,361.2,1.24,114.0,99591.0
20140603:2100,14.56,78.2,0.0,-0.0,0.0,362.2,1.03,95.0,99572.0
20140603:2200,14.17,79.15,0.0,-0.0,0.0,360.6,1.1,74.0,99542.0
20140603:2300,13.73,77.45,0.0,-0.0,0.0,355.0,1.31,60.0,99513.0
20140604:0000,13.16,77.05,0.0,-0.0,0.0,352.2,1.59,53.0,99474.0
20140604:0100,12.18,78.8,0.0,-0.0,0.0,353.45,1.79,39.0,99425.0
20140604:0200,11.32,82.8,0.0,0.0,0.0,337.0,1.93,31.0,99375.0
20140604:0300,10.85,85.85,6.0,0.0,6.0,343.4,2.0,27.0,99346.0
20140604:0400,10.67,89.55,15.0,0.0,15.0,356.0,2.0,30.0,99336.0
20140604:0500,10.08,99.25,26.0,0.0,26.0,356.0,1.86,27.0,99326.0
20140604:0600,10.16,99.65,62.0,0.0,62.0,358.8,1.66,30.0,99307.0
20140604:0700,10.82,99.95,91.0,0.0,91.0,362.2,0.69,32.0,99307.0
20140604:0800,11.44,99.95,97.0,0.0,97.0,364.6,0.48,48.0,99336.0
20140604:0900,11.71,99.95,172.0,0.0,172.0,366.4,0.69,110.0,99336.0
20140604:1000,11.85,99.9,214.0,0.0,214.0,367.8,1.03,138.0,99326.0
20140604:1100,11.74,98.3,202.0,0.0,202.0,366.4,1.38,149.0,99356.0
20140604:1200,12.03,93.9,180.0,0.0,180.0,366.8,2.14,152.0,99415.0
20140604:1300,12.57,91.1,107.0,0.0,107.0,366.2,1.79,153.0,99444.0
20140604:1400,13.17,91.15,126.0,0.0,126.0,368.8,1.59,151.0,99454.0
20140604:1500,13.82,87.1,172.0,1.8,171.0,370.6,1.79,152.0,99474.0
20140604:1600,14.34,83.9,132.0,0.0,132.0,372.0,1.66,147.0,99474.0
20140604:1700,14.44,85.05,114.0,9.1,111.0,373.8,0.97,131.0,99503.0
20140604:1800,14.15,88.65,38.0,0.0,38.0,374.6,0.69,84.0,99513.0
20140604:1900,13.82,88.85,6.0,0.0,6.0,370.4,1.38,110.0,99542.0
20140604:2000,13.51,90.5,0.0,0.0,0.0,371.2,1.38,103.0,99562.0
20140604:2100,13.21,92.4,0.0,-0.0,0.0,369.8,1.45,101.0,99591.0
20140604:2200,12.99,93.9,0.0,-0.0,0.0,369.0,1.52,100.0,99591.0
20140604:2300,12.84,95.05,0.0,-0.0,0.0,369.2,1.59,95.0,99611.0
20140605:0000,12.72,95.7,0.0,-0.0,0.0,370.0,1.52,88.0,99621.0
20140605:0100,12.63,96.4,0.0,-0.0,0.0,370.05,1.45,74.0,99591.0
20140605:0200,12.47,97.4,0.0,0.0,0.0,370.8,1.59,69.0,99572.0
20140605:0300,12.27,99.05,6.0,0.0,6.0,368.4,1.59,68.0,99562.0
20140605:0400,12.25,99.95,15.0,0.0,15.0,372.2,1.59,63.0,99542.0
20140605:0500,12.37,99.8,26.0,0.0,26.0,372.8,2.28,68.0,99523.0
20140605:0600,12.69,98.45,53.0,0.0,53.0,373.0,2.28,72.0,99493.0
20140605:0700,13.41,93.7,177.0,1.78,176.0,370.0,3.38,72.0,99464.0
20140605:0800,13.76,94.5,195.0,0.0,195.0,365.0,2.76,65.0,99454.0
20140605:0900,13.67,98.85,204.0,0.0,204.0,369.4,2.62,47.0,99395.0
20140605:1000,14.56,94.85,483.0,134.6,379.0,366.8,2.34,39.0,99307.0
20140605:1100,15.98,92.2,319.0,11.43,310.0,374.6,2.83,48.0,99258.0
20140605:1200,17.13,83.4,115.0,0.0,115.0,368.8,3.1,69.0,99169.0
20140605:1300,18.36,74.45,95.0,0.0,95.0,365.4,3.17,80.0,99130.0
20140605:1400,17.95,72.4,57.0,0.0,57.0,362.2,2.76,91.0,99101.0
20140605:1500,15.79,87.35,61.0,0.0,61.0,370.2,2.14,85.0,99042.0
20140605:1600,14.37,99.1,126.0,0.0,126.0,363.8,2.69,97.0,99032.0
20140605:1700,13.77,99.05,51.0,0.0,51.0,359.6,3.17,110.0,99061.0
20140605:1800,13.42,99.35,27.0,0.0,27.0,367.4,3.03,120.0,99071.0
20140605:1900,13.4,95.7,66.0,342.04,30.0,357.0,3.1,126.0,99130.0
20140605:2000,13.03,96.05,0.0,0.0,0.0,347.8,2.76,129.0,99179.0
20140605:2100,12.63,97.2,0.0,-0.0,0.0,344.6,2.34,124.0,99238.0
20140605:2200,12.59,97.3,0.0,-0.0,0.0,363.0,2.21,122.0,99238.0
20140605:2300,12.54,97.9,0.0,-0.0,0.0,363.4,2.14,121.0,99268.0
20140606:0000,12.37,98.95,0.0,-0.0,0.0,359.2,1.93,118.0,99326.0
20140606:0100,12.59,99.25,0.0,-0.0,0.0,369.85,1.72,120.0,99366.0
20140606:0200,12.61,99.3,0.0,0.0,0.0,373.4,1.72,124.0,99356.0
20140606:0300,12.69,99.45,6.0,0.0,6.0,374.6,1.66,125.0,99385.0
20140606:0400,12.84,99.9,15.0,0.0,15.0,375.0,1.38,129.0,99434.0
20140606:0500,13.03,98.4,120.0,8.89,117.0,368.6,1.52,145.0,99474.0
20140606:0600,13.26,96.75,318.0,261.76,199.0,367.0,1.38,161.0,99542.0
20140606:0700,14.03,94.45,480.0,507.34,194.0,359.4,1.45,176.0,99562.0
20140606:0800,15.3,86.4,604.0,635.95,186.0,345.4,1.38,183.0,99611.0
20140606:0900,15.83,77.15,689.0,681.84,192.0,338.0,1.66,184.0,99621.0
20140606:1000,16.82,66.25,723.0,646.23,223.0,332.2,1.86,179.0,99621.0
20140606:1100,17.66,57.95,799.0,849.54,129.0,328.2,1.86,175.0,99591.0
20140606:1200,18.43,51.9,771.0,812.71,143.0,327.0,1.86,172.0,99601.0
20140606:1300,18.84,47.95,690.0,693.27,186.0,324.0,1.86,169.0,99591.0
20140606:1400,18.95,45.85,464.0,242.91,305.0,327.4,2.0,167.0,99572.0
20140606:1500,18.77,45.4,482.0,524.62,188.0,327.0,1.86,163.0,99542.0
20140606:1600,18.85,44.65,292.0,195.16,204.0,323.4,1.66,152.0,99523.0
20140606:1700,18.36,45.05,180.0,104.93,145.0,325.4,1.66,143.0,99493.0
20140606:1800,17.7,50.05,144.0,295.85,80.0,310.0,1.38,145.0,99503.0
20140606:1900,16.88,59.8,44.0,74.61,36.0,313.6,1.38,170.0,99532.0
20140606:2000,15.48,65.0,0.0,0.0,0.0,298.4,1.66,173.0,99572.0
20140606:2100,14.11,69.7,0.0,-0.0,0.0,298.4,1.79,180.0,99582.0
20140606:2200,13.26,73.9,0.0,-0.0,0.0,310.2,1.66,189.0,99611.0
20140606:2300,12.49,78.9,0.0,-0.0,0.0,305.8,1.31,196.0,99621.0
20140607:0000,11.6,84.75,0.0,-0.0,0.0,295.0,0.97,202.0,99611.0
20140607:0100,11.38,85.15,0.0,-0.0,0.0,309.4,0.83,198.0,99591.0
20140607:0200,11.29,85.1,0.0,0.0,0.0,306.2,0.69,196.0,99582.0
20140607:0300,11.2,86.3,46.0,62.62,39.0,302.2,0.62,189.0,99582.0
20140607:0400,12.0,85.35,75.0,13.56,72.0,316.0,0.28,187.0,99582.0
20140607:0500,13.44,80.05,275.0,499.36,106.0,307.6,0.21,224.0,99542.0
20140607:0600,14.97,70.65,350.0,370.95,181.0,316.0,0.28,237.0,99542.0
20140607:0700,15.7,68.4,369.0,184.18,265.0,329.0,0.76,335.0,99523.0
20140607:0800,16.39,64.75,291.0,24.31,275.0,333.0,0.83,337.0,99513.0
20140607:0900,16.73,64.55,545.0,287.73,335.0,348.4,0.9,323.0,99493.0
20140607:1000,17.53,62.9,743.0,708.65,194.0,351.8,1.31,306.0,99493.0
20140607:1100,18.39,59.95,744.0,662.25,221.0,337.2,1.66,306.0,99464.0
20140607:1200,18.71,58.85,262.0,1.29,261.0,342.2,1.86,308.0,99405.0
20140607:1300,18.95,58.3,436.0,113.97,353.0,339.6,1.86,311.0,99425.0
20140607:1400,19.05,58.6,303.0,32.01,282.0,346.8,2.0,317.0,99434.0
20140607:1500,18.64,61.65,419.0,313.19,243.0,350.2,1.86,325.0,99464.0
20140607:1600,18.44,64.5,388.0,552.4,138.0,342.6,1.79,335.0,99425.0
20140607:1700,17.9,67.7,172.0,83.5,144.0,342.6,1.38,330.0,99454.0
20140607:1800,16.22,81.55,28.0,0.0,28.0,344.6,0.62,306.0,99464.0
20140607:1900,16.02,76.85,11.0,0.0,11.0,333.6,1.03,291.0,99454.0
20140607:2000,14.99,80.4,0.0,0.0,0.0,321.2,1.38,292.0,99474.0
20140607:2100,13.8,85.2,0.0,-0.0,0.0,305.0,1.52,301.0,99483.0
20140607:2200,12.99,89.3,0.0,-0.0,0.0,308.4,1.59,304.0,99523.0
20140607:2300,12.35,92.15,0.0,-0.0,0.0,306.2,1.66,302.0,99542.0
20140608:0000,12.06,93.5,0.0,-0.0,0.0,308.8,1.72,312.0,99562.0
20140608:0100,11.75,94.6,0.0,-0.0,0.0,307.0,1.72,320.0,99572.0
20140608:0200,11.4,95.4,0.0,0.0,0.0,301.6,1.72,322.0,99601.0
20140608:0300,11.36,95.15,55.0,132.81,40.0,298.2,1.59,320.0,99621.0
20140608:0400,12.08,92.45,155.0,342.02,79.0,297.0,1.17,320.0,99631.0
